SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,0,0,-0.855760510870473,0,1,-0.7019664950787354,-0.7830476653876859,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
0,0,0,1.014823680200255,1,1,-1.3050880103396139,-0.3733464062580258,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,0,0,-1.3030741217786905,1,1,0.16902642886749247,-0.9805899233256515,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,1,-0.7337658897136864,0,1,-1.14403648855333,-0.8078269372349832,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0.8114993116056106,1,1,-0.12842587157452126,0.44119107171713934,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False
0,1,1,1.584131912265259,1,0,0.6472508456002325,1.5378792637720453,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False
0,0,0,-0.1644576576486822,1,0,-0.23031560984747623,-0.2608450524870936,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
1,0,0,-1.2624092480597617,1,0,0.542074341576537,-0.9406317257917898,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,1,0,0.5675100692920374,1,0,1.1402657082113048,1.0419911132084172,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0,1,0,-0.530441521119042,1,1,-0.02817951617693643,-0.4597927665071486,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True
0,1,1,0.8928290590434683,1,0,-1.4464189376214545,-0.487534307327465,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,-0.530441521119042,1,1,-0.4340950863933862,-0.5681642416368646,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1,0,0.40485057441632194,1,1,0.45333166630654387,0.4854737495035835,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
0,1,1,-1.2624092480597617,1,1,0.8066589845111456,-0.9306854212108502,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
0,0,0,-1.3030741217786905,1,0,-1.4727130636273782,-1.0021907021873009,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
1,1,0,-1.3030741217786905,1,1,1.1764201314694498,-0.9673353913514864,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0,1,1,-0.32711715252439766,1,1,0.83459649339244,-0.06879488446990761,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False
0,0,0,-0.6117712685568998,1,1,0.1575227487399005,-0.4826260222407839,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,1.2181480487948992,1,1,0.5026331525676511,1.1493030906762507,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False
0,0,0,-1.3030741217786905,0,0,-1.334668902096278,-1.0003744204812162,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1,1,1.1774831750759704,1,0,0.2101110007517485,0.9295978714437998,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False
1,0,0,-1.1404146269029751,1,1,0.1328720056093469,-0.8731914562527667,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,-1.3030741217786905,1,0,-1.4727130636273782,-1.0021907021873009,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,1,1,1.4621372911084725,1,1,-1.2952277130873922,-0.28726762683037227,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,0,-0.2864522788054688,0,1,-0.6756723690728114,-0.4989941799968085,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False
0,0,1,-0.44911177368118427,1,1,-1.4612093834997868,-0.8077404476299316,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,0,1,1.0961534276381126,1,0,-1.4809299780042293,-0.4963562470427331,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,0,0.40485057441632194,1,1,0.8296663447663291,0.6491337046625658,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
1,1,0,-1.1404146269029751,1,1,0.5256405128228345,-0.8502068437102911,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,0,0.4861803218541797,1,1,-0.48503995552986356,-0.05022124178506593,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,1,1,-0.44911177368118427,1,0,-1.4546358519983056,-0.8153082880719509,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,0,1,-1.3030741217786905,1,0,-0.4965436356574553,-0.989346995837131,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,-1.181079500621904,1,1,0.16902642886749247,-0.8948787247194677,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,0,0.689504690448824,1,0,-1.4612093834997868,-0.5492230181305534,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,-0.855760510870473,1,1,0.35637207665969955,-0.641420937115611,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True
0,0,0,0.6081749430109663,1,1,0.6061662737159764,0.6703669027027455,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False
0,1,0,1.5028021648274015,1,0,-1.3100181589657245,-0.17160940247505507,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,0,0.9334939327623972,1,1,-0.01174568742323402,0.574233706687838,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
0,0,0,0.4455154481352508,1,1,0.83459649339244,0.746110174326727,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
0,0,0,-0.44911177368118427,1,0,-1.469426297876638,-0.8054700954973258,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,0,-0.8964253845894018,1,1,0.14273230286156824,-0.7029150463073333,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,0,-1.2217443743408327,1,0,0.4681221121848761,-0.8952030607384114,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,-1.3030741217786905,1,1,-0.5392715904170815,-0.9899091782699668,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,-0.32711715252439766,1,1,0.8115891331372566,-0.06492447464384622,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0,0,0.40485057441632194,1,1,0.8066589845111456,0.6569177691172142,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
0,1,1,0.4861803218541797,1,0,-1.451349086247565,-0.6251176465633752,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,-0.24578740508653993,1,1,-1.4924336581318212,-0.7682579429238539,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,-0.08312791021082447,1,1,0.44182798617895236,0.042149656410094896,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
0,1,1,0.689504690448824,1,0,0.34486839653210805,0.7299366181820686,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False
0,0,0,0.8114993116056106,1,0,1.1041112849531591,1.2861728906704848,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
0,0,0,-0.6117712685568998,1,0,-1.490790275256451,-0.8330819019100647,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,1,1.4621372911084725,1,1,0.4746956436863572,1.3686407290872318,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False
0,1,0,0.32352082697846424,1,1,1.2963870813714775,0.7889441512285561,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False
1,0,0,-0.7744307634326152,0,0,-0.8317937422329843,-0.7115207620099724,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
0,1,1,-0.8150956371515441,1,0,-0.10541851131933803,-0.6865468885513089,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
0,1,0,-0.20512253136761108,1,0,0.8181626646387375,0.04143611716841875,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
0,1,1,1.4214724173895437,1,0,-1.4809299780042293,-0.41514250789923496,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,1,0,0.9741588064813261,1,0,-1.4825733608796,-0.5284871353194207,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,0,-1.0590848794651173,1,1,0.9611369747959484,-0.7216184233997524,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,-0.0424630364918956,1,0,-1.4858601266303404,-0.7481274873480827,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,1,1,1.5434670385463303,1,0,0.6719015887307861,1.5966921952071664,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,0,0,-0.8964253845894018,1,0,-1.4940770410071915,-0.9144253754611403,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,0,0.16086133210274875,0,0,-1.1966247405651778,-0.5899163773073542,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0,0,0,1.4621372911084725,1,1,1.4804459634129443,2.2024870113901773,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False
0,0,0,1.584131912265259,1,0,0.15259260011379006,1.1116368676762576,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False
0,0,0,-0.0017981627729667332,1,1,0.4599051978080249,0.10340591918792516,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0,0,1,0.689504690448824,1,0,0.17559996036897307,0.5171721897550127,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0,1,1,1.4214724173895437,1,0,0.7557141153746683,1.6537753345412547,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
1,1,0,1.584131912265259,1,0,1.3144642930005501,2.266186605510717,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False
1,1,0,0.7708344378866817,1,1,1.2881701669946264,1.3970958091492243,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,0,-1.0184200057461885,1,1,-1.505580721134783,-0.9408911946069449,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,0,-0.9777551320272596,1,0,-1.4743564465027486,-0.9079386550822667,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0,1,0,-0.530441521119042,1,1,-1.4792865951288592,-0.8308331721787218,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,1,1,1.299477796232757,1,0,-1.3231652219686865,-0.2692345441771036,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,1,1,-0.44911177368118427,1,0,-1.306731393214984,-0.7707445190690888,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,1,1,0.3641857006973931,1,0,-1.5006505725086723,-0.6358639799910426,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,-1.181079500621904,1,0,-1.464496149250527,-0.975097833404872,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
0,0,0,-1.2624092480597617,1,0,-0.6690988375713306,-0.9785357952056749,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,-0.2864522788054688,1,1,-1.4924336581318212,-0.8068755515794152,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,0,0,-1.3030741217786905,1,0,-0.5261245274141196,-0.9897361990598634,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1,1,0,0.12019645838381987,1,1,1.0350892041876092,0.4750085072923339,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0,1,0,1.584131912265259,1,0,1.4508650716562803,2.3576709852540985,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False
0,1,0,0.4455154481352508,1,1,-0.16951044345877728,0.11514688307368633,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
0,0,1,-1.2217443743408327,1,1,-0.32563181661895013,-0.94404806519133,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0,0,0,0.24219107954060648,0,1,-0.80221285047632,-0.3646325785490721,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,0,0,-0.5711063948379709,0,1,-0.8317937422329843,-0.7038664319629014,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0,0,1.2588129225138283,1,1,0.1706698117428626,0.9268734488846728,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False
0,0,0,-0.2864522788054688,1,0,-0.18265750646173917,-0.3592269782333441,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False
0,0,0,-1.2624092480597617,1,0,-1.469426297876638,-0.9931092936568778,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,1,0,1.5028021648274015,1,0,0.6439640798494917,1.456708769431073,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0,0,0,-0.855760510870473,1,0,-1.4891468923810807,-0.8981004625076415,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,0,1.5434670385463303,1,1,1.763107817976626,2.6551952266317698,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
0,1,1,-0.0424630364918956,1,1,0.15587936586453036,0.0044185662063131285,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,-0.855760510870473,0,1,-1.1719739974346242,-0.8460769650690749,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0,1,0,1.2181480487948992,1,1,-1.4809299780042293,-0.47693933070863803,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,1,1,0.16086133210274875,1,0,-1.4858601266303404,-0.6969256411575067,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,1,0,0.8114993116056106,1,1,1.0975377534516786,1.2159649537698087,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
0,0,0,-0.32711715252439766,1,0,0.19532055487341624,-0.24663913485736036,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1,0,1.584131912265259,1,1,1.6612180797036709,2.632578194910763,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
0,1,1,-0.9777551320272596,1,0,-0.00024200729564252137,-0.724191489150039,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True
0,1,0,1.584131912265259,1,0,1.1714899828433394,2.160669287347705,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False
0,1,0,1.584131912265259,1,1,1.4672989004099828,2.396872398743758,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False
0,0,0,-1.1404146269029751,0,1,-0.46038921239930997,-0.8786186789697578,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
0,0,0,0.038866710945962134,1,1,0.16409628024138156,0.03391152152892527,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0.24219107954060648,1,1,1.0038649295555746,0.5860395377773879,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False
0,1,0,-0.36778202624332657,1,0,0.042485947463983646,-0.33654507930854916,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
